label,annotator_id,target,text,Race,Country,Religion,Gender
0,50,['African'],"['i', 'am', 'totally', 'sure', 'she', 'dindunuffin', 'grandpa', 'i', 'mean', 'in', 'this', 'day', 'and', 'age', 'it', 'literally', 'tyrannical', 'to', 'ask', 'that', 'your', 'woman', 'show', 'a', 'little', 'bit', 'of', 'public', 'decency', 'not', 'fuck', 'random', 'niggers', 'behind', 'your', 'back', 'and', 'care', 'if', 'her', 'child', 'is', 'actually', 'yours', 'all', 'the', 'signs', 'were', 'there', 'though']",Caucasian,USA,Nonreligious,Male
1,18,['None'],"['just', 'imagine', 'how', 'much', 'more', 'progressive', 'and', 'liberal', 'muslim', 'countries', 'will', 'be', 'if', 'majority', 'were', 'shia']",Hispanic,Brazil,Other,Prefer not to disclose
1,18,['None'],"['<user>', '<user>', 'the', 'people', 'who', 'used', 'to', 'believe', 'that', 'in', '<number>', 'were', 'all', 'white', 'people', 'high', 'on', 'lsd']",Hispanic,Brazil,Other,Prefer not to disclose
0,59,['Homosexual'],"['amber', 'rose', 'new', 'bd', 'look', 'like', 'a', 'dyke', '😭']",Asians,USA,Nonreligious,Male
0,80,"['Caucasian', 'Jewish']","['<percent>', 'kike', 'move']",Caucasian,USA,Christian,Male
0,209,['Islam'],"['or', 'perhaps', 'chinese', 'or', 'nepalese', 'it', 'a', 'horrible', 'insult', 'really', 'they', 'can', 'not', 'say', 'muslim', 'because', 'they', 'know', 'it', 'muslim', 'culture', 'to', 'rape', 'children']",Indian,India,Hindu,Male
2,234,['Jewish'],"['yo', 'i', 'am', 'getting', 'off', 'i', 'am', 'drunk', 'as', 'fuck', 'and', 'it', 'not', 'good', 'for', 'me', 'to', 'post', 'while', 'drunk', 'my', 'inner', 'nazi', 'comes', 'out', 'and', 'it', 'just', 'not', 'a', 'nice', 'fellow']",Caucasian,USA,Nonreligious,Female
0,79,['African'],"['them', 'feels', 'when', 'you', 'realize', 'yo', 'girl', 'just', 'ran', 'off', 'with', 'a', 'nigger']",Asians,Vietnam,Nonreligious,Female
2,209,"['Hispanic', 'Men', 'Women']","['geez', 'how', 'dare', 'this', 'straight', 'white', 'male', 'want', 'to', 'be', 'involved', 'in', 'his', 'community', 'try', 'to', 'make', 'a', 'difference', 'when', 'there', 'are', 'actual', 'genderfluid', 'trans', 'am', 'quad', 'demisphere', 'poc', 'willing', 'to', 'bitch', 'about', 'how', 'they', 'are', 'not', 'given', 'enough']",Indian,India,Hindu,Male
1,25,['None'],"['flashback', 'to', 'the', 'heyday', 'of', 'souls', 'fandom', 'and', 'online', 'content', 'unsubscribing', 'from', 'a', 'souls', 'content', 'creator', 'like', 'every', 'week', 'because', 'they', 'could', 'not', 'stop', 'themselves', 'from', 'slipping', 'a', 'faggot', 'or', 'retarded', 'into', 'a', 'video', 'as', 'a', 'funny', 'haha']",Caucasian,Brazil,Nonreligious,Female
1,9,['None'],"['<user>', '<user>', '<user>', '<user>', '<user>', '<user>', 'if', 'he', 'not', 'lazy', 'why', 'is', 'he', 'butt', 'hurt', 'americans', 'are', 'lazy', 'compared', 'to', 'african', 'countries', 'that', 'fact', 'is', 'not', 'nearly', 'enough', 'reason', 'for', 'me', 'not', 'want', 'them', 'here', 'african', 'immigrants', 'are', 'not', 'the', 'enemy', 'white', 'supremacy', 'is']",Indian,India,Hindu,Male
1,209,['None'],"['<user>', 'your', 'such', 'an', 'ass', '😂', 'i', '’', 'm', 'damn', 'near', 'retarded', '🤦', '🏻', '\u200d', '♂', '️', 'i', 'love', 'you', '🤣', '🥰']",Indian,India,Hindu,Male
1,9,['None'],"['i', 'knew', 'i', 'was', 'fucked', 'up', 'last', 'night', 'when', 'i', 'saw', 'those', 'black', 'party', 'buses', 'full', 'of', 'white', 'kids', 'pull', 'up', 'to', 'lion', 'and', 'said', 'ah', 'shit', 'the', 'colonizers', 'are', 'here']",Indian,India,Hindu,Male
1,7,['None'],"['hottest', 'picture', 'ever', 'red', 'and', 'white', 'bathing', 'suit', 'free', 'dick', 'pictures', 'boobs', 'clips', 'bra', 'panty', 'photo']",Caucasian,USA,Nonreligious,Male
1,18,['None'],"['i', 'do', 'not', 'think', 'my', 'bf', 'knew', 'what', 'he', 'was', 'getting', 'in', 'a', 'relationship', 'with', 'cause', 'i', 'will', 'shoot', 'his', 'white', 'ass', 'if', 'he', 'keep', 'leaving', 'me', 'on', 'read']",Hispanic,Brazil,Other,Prefer not to disclose
2,3,['Women'],"['mind', 'your', 'mufuckin', 'business', 'for', 'i', 'hurt', 'a', 'bitch', 'feelings', 'today', 'please', '‼️']",Caucasian,USA,Nonreligious,Female
0,23,['African'],"['i', 'hope', 'these', 'nigger', 'poachers', 'get', 'tortured', 'to', 'death', 'slowly']",Caucasian,USA,Nonreligious,Male
0,3,['Homosexual'],"['mike', 'feed', 'the', 'queers', 'to', 'the', 'steers', 'pence', 'lol', 'ok', 'i', 'am', 'all', 'out']",Caucasian,USA,Nonreligious,Female
0,205,['African'],"['we', 'usually', 'do', 'not', 'talk', 'about', 'black', 'on', 'white', 'crime', 'as', 'terrorism', 'because', 'ghetto', 'blacks', 'are', 'too', 'animalistic', 'to', 'have', 'complexly', 'articulate', 'ideology', 'if', 'terrorism', 'is', 'defined', 'as', 'violence', 'with', 'political', 'goal', 'though', 'then', 'black', 'anti', 'white', 'race', 'warfare', 'is', 'more', 'popular', 'than', 'all', 'other', 'forms', 'combined']",African,USA,Nonreligious,Male
0,21,['African'],"['<user>', '<user>', 'shut', 'up', 'nigger']",African,USA,Other,Male
2,209,['Refugee'],"['where', 'did', 'msn', 'com', 'bury', 'the', 'obama', 'called', 'slaves', 'immigrants', 'story', 'shame', 'pr', 'arm', 'of', 'the', 'leftists', 'not', 'very', 'hard', 'to', 'conclude', 'for', 'the', 'average', 'american', 'disgraceful', 'media', 'of', 'the', 'left', 'sadly', 'not', 'of', 'the', 'people']",Indian,India,Hindu,Male
0,1,['Arab'],"['the', 'rags', 'have', 'got', 'to', 'be', 'forced', 'the', 'fuck', 'out', 'of', 'our', 'lands', 'the', 'good', 'ones', 'will', 'have', 'only', 'their', 'co', 'dune', 'coons', 'to', 'blame', 'you', 'bastards', 'are', 'why', 'we', 'are', 'all', 'back', 'in', 'this', 'shit', 'hole']",Caucasian,USA,Nonreligious,Female
1,8,['None'],"['mds', 'bui', 'niggas', 'gat', 'me', 'diving', 'for', 'conch', 'in', 'class']",Caucasian,USA,Christian,Male
0,206,['Homosexual'],"['the', 'one', 'raped', 'by', 'a', 'homosexual', 'when', 'she', 'was', '<number>', 'is', 'the', 'gay', 'one', 'right', 'must', 'be', 'genetic']",Hispanic,USA,Nonreligious,Male
1,18,['None'],"['<user>', 'we', 'have', 'never', 'seen', 'any', 'fabricates', 'of', 'whites', 'being', 'harassed', 'as', 'breaking', 'news', 'in', 'our', 'countries', 'in', 'my', 'neighborhood', 'one', 'white', 'lady', 'pressed', 'some', 'serious', 'charges', 'against', 'a', 'black', 'boy', 'for', 'harassment', 'after', 'much', 'investigation', 'it', 'was', 'found', 'that', 'she', 'was', 'just', 'lying', 'it', 'wasn', 't', 'a', 'breakingnews']",Hispanic,Brazil,Other,Prefer not to disclose
2,223,['Homosexual'],"['is', 'it', 'gay', 'for', 'you', 'to', 'ask', 'your', 'bro', 'for', 'the', 'strap', '😳', '✋', '🏼']",Other,Spain,Nonreligious,Male
0,1,['Islam'],"['just', 'hang', 'the', 'piece', 'of', 'moslem', 'shit', 'by', 'the', 'nuts', 'with', 'rusty', 'wire', 'if', 'that', 'does', 'not', 'work', 'try', 'his', 'neck']",Caucasian,USA,Nonreligious,Female
0,23,['African'],"['<user>', 'every', 'nigger', 'must', 'pay', 'back', 'his', 'welfare', 'and', 'entitlements']",Caucasian,USA,Nonreligious,Male
1,9,['None'],"['<user>', 'chinaman', 'satanist', 'lee', 'hsien', 'loong', 'criminals', 'audible', 'talks', 'in', '<number>', 'wellington', 'circle', 'singapore', 'are', 'always', 'negative', 'that', 'they', 'screenshot', 'and', 'put', 'his', 'profile', 'on', 'facebook', '<date>', 'lee', 'hsien', 'loong', 'disloyal', 'to', 'his', 'criminals', 'and', 'lawyers']",Indian,India,Hindu,Male
2,205,['None'],"['are', 'you', 'being', 'sarcastic', 'like', 'retarded', 'on', 'purpose']",African,USA,Nonreligious,Male
2,221,['African'],"['no', 'way', 'that', 'another', 'black', 'guy', 'murdering', 'another', 'white', 'person', 'that', 'can', 'not', 'be', 'i', 'mean', 'to', 'say', 'that', 'is', 'a', 'hate', 'crime', 'would', 'be', 'racists', 'or', 'to', 'even', 'say', 'over', '<number>', 'plus', 'percent', 'black', 'children', 'do', 'not', 'have', 'fathers', 'and', 'that', 'a', 'crime', 'problem', 'would', 'be', 'a', 'hate', 'crime', 'would', 'not', 'it']",Caucasian,USA,Christian,Male
2,209,"['Homosexual', 'Men']","['is', 'sucking', 'your', 'own', 'dick', 'gay', 'i', '’', 'm', 'not', 'asking', 'for', 'myself']",Indian,India,Hindu,Male
1,199,['None'],"['only', 'when', 'i', 'am', 'in', 'the', 'ghetto']",Caucasian,USA,Nonreligious,Female
1,18,['None'],"['<user>', 'run', 'that', 'doctor', 'faggot', 'joke', 'back', 'now', 'though']",Hispanic,Brazil,Other,Prefer not to disclose
1,9,['None'],"['<user>', 'the', 'ship', 'queer', 'sounds', 'like', 'the', 'exact', 'gay', 'pirate', 'vibe', 'i', 'have', 'been', 'craving', 'my', 'whole', 'life']",Indian,India,Hindu,Male
1,97,['None'],"['<user>', 'true', 'but', 'gay', 'people', 'are', 'still', 'beaten', 'and', 'killed', 'at', 'a', 'high', 'rate', 'lgbtq', 'children', 'are', 'the', 'largest', 'group', 'of', 'homeless', 'youth', 'and', 'gay', 'people', 'where', 'some', 'of', 'the', 'first', 'killed', 'during', 'the', 'holocaust', 'being', 'gay', 'was', 'also', 'illegal', 'but', 'n', 'this', 'country', 'until', 'pretty', 'recently']",Other,USA,Jews,Female
1,9,['None'],"['i', 'know', 'and', 'work', 'with', 'many', 'indians', 'and', 'sikhs', 'almost', 'all', 'are', 'hard', 'working', 'polite', 'honourable', 'people', 'who', 'don', 't', 'like', 'blacks', 'jews', 'queers', 'or', 'liberals']",Indian,India,Hindu,Male
2,45,"['Women', 'Homosexual']","['i', 'changed', 'my', 'mind', 'jotaro', 'hates', 'women', 'but', 'he', 'respects', 'dykes', 'because', 'they', 'hold', 'nothing', 'but', 'contempt', 'for', 'him']",Caucasian,USA,Nonreligious,Female
2,223,['Caucasian'],"['what', 'kind', 'of', 'asian', 'are', 'you', 'idk', 'bby', 'hut', 'something', 'between', 'abg', 'and', 'white', 'washed']",Other,Spain,Nonreligious,Male
1,7,['None'],"['i', 'am', 'not', 'obligated', 'to', 'date', 'a', 'broke', 'nigga', 'mfs', 'try', 'to', 'make', 'you', 'feel', 'bad', 'for', 'having', 'standards']",Caucasian,USA,Nonreligious,Male
1,21,['None'],"['<user>', 'hahahahaha', 'i', 'fucking', 'hate', 'you', '😂', '😂', '😂', '😂', '😂', '💀', '💀', '💀']",African,USA,Other,Male
2,7,['Homosexual'],"['bitch', 'get', 'off', 'my', 'shit', 'fag', 'i', 'am', 'a', 'dom', 'bitch', 'not', 'a', 'fag']",Caucasian,USA,Nonreligious,Male
1,210,['Homosexual'],"['there', 'are', 'plenty', 'not', 'all', 'are', 'as', 'public', 'but', 'many', 'ppl', 'of', 'all', 'races', 'gay', 'ppl', 'etc', 'are', 'becoming', 'red', 'pilled', 'these', 'days']",Hispanic,Brazil,Nonreligious,Female
1,212,['None'],"['lol', 'that', 'resourceful', '<laugh>', 'not', 'condoning', 'their', 'violence', 'obviously', 'but', 'it', 'almost', 'charmingly', 'ghetto', 'with', 'its', 'limited', 'basic', 'materials', 'like', 'what', 'a', 'super', 'edgy', 'teen', 'would', 'make']",Caucasian,USA,Nonreligious,Female
1,209,['Islam'],"['<user>', 'i', 'wll', 'bet', 'in', 'that', '<number>', 'percent', 'names', 'in', 'that', 'list', 'would', 'be', 'muslims']",Indian,India,Hindu,Male
0,210,['Jewish'],"['it', 'amazing', 'how', 'long', '<user>', '\u200d', 'talked', 'without', 'giving', 'any', 'answers', 'i', 'learned', 'way', 'more', 'about', '<user>', '\u200d', 'thoughts', 'and', 'life', 'than', 'sargon', 'i', 'thought', 'only', 'jews', 'could', 'bloviate', 'that', 'hard', 'hm']",Hispanic,Brazil,Nonreligious,Female
2,221,"['Islam', 'Women']","['muslims', 'have', 'been', 'enslaving', 'and', 'raping', 'white', 'women', 'for', '<number>', 'years', 'european', 'painters', 'were', 'calling', 'attention', 'to', 'this', 'for', 'centuries', 'today', 'no', 'one', 'cares', 'enjoy', 'being', 'raped', 'european', 'white', 'women']",Caucasian,USA,Christian,Male
1,9,['None'],"['<user>', '<user>', '<user>', 'yup', 'it', 'true', 'a', 'lot', 'of', 'jews', 'in', 'my', 'ancestry', 'but', 'people', 'still', 'consider', 'them', 'white', 'and', 'the', 'real', 'rulers', 'of', 'the', 'world', 'lol']",Indian,India,Hindu,Male
1,9,['None'],"['do', 'the', 'democrats', 'still', 'give', 'a', 'crap', 'about', 'illegal', 'aliens', 'the', 'wall', 'racism', 'white', 'supremacy', 'child', 'trafficking', 'drugs', 'guns', 'hookers', 'what', 'else', 'was', 'there', 'oh', 'yeah', 'fake', 'whistleblower', 'now', '😂', '😂', '😂']",Indian,India,Hindu,Male
1,204,['None'],"['<user>', '<user>', 'but', 'remainers', 'love', 'fake', 'news', 'meanwhile', 'in', 'the', 'real', 'world', 'everyone', 'canyon', 'your', 'nazis', 'in', 'action']",Hispanic,USA,Other,Female
0,1,['Jewish'],"['the', 'hpv', 'causes', 'cancer', 'scam', 'was', 'introduced', 'to', 'the', 'goyim', 'so', 'as', 'to', 'make', 'mega', 'shekels', 'on', 'yet', 'another', 'bogus', 'kike', 'vaccine', 'here', 'goyim', 'we', 'have', 'gardisil', 'for', 'your', 'girls', 'and', 'boys', 'do', 'not', 'buy', 'the', 'kosher', 'bullshit', 'bro']",Caucasian,USA,Nonreligious,Female
0,83,['African'],"['japan', 'does', 'not', 'have', 'the', 'problem', 'of', 'moslem', 'terrorists', 'rape', 'gangs', 'or', 'negro', 'gangsters', 'ruining', 'their', 'country']",Hispanic,USA,Christian,Female
2,221,['African'],"['treating', 'black', 'folk', 'as', 'if', 'they', 'are', 'retarded', 'and', 'can', 'not', 'handle', 'construction', 'criticism', 'a', 'countries', 'laws', 'social', 'expectations', 'and', 'the', 'difference', 'between', 'right', 'and', 'right', 'is', 'what', 'the', 'virtue', 'signalers', 'do', 'and', 'they', 'are', 'most', 'often', 'white', 'savior', 'progressives']",Caucasian,USA,Christian,Male
2,8,['Women'],"['lmaoaao', 'bitch', 'stop', 'trying', 'to', 'be', 'relevant', 'and', 'move', 'tf', 'on', 'hoe']",Caucasian,USA,Christian,Male
0,210,['Homosexual'],"['i', 'understand', 'nazi', 'faggot', 'code', 'you', 'are', 'calling', 'it', 'quits', 'but', 'we', 'both', 'knew', 'you', 'would', 'fag', 'out', 'lol']",Hispanic,Brazil,Nonreligious,Female
0,9,"['African', 'Jewish']","['shut', 'up', 'you', 'nigger', 'kike', 'learn', 'math', 'niggers', 'commit', 'aggravated', 'assault', 'at', 'a', 'rate', '<number>', '×', 'that', 'of', 'whites', 'keep', 'eating', 'soy', 'you', 'feminised', 'cuck', 'enjoy', 'being', 'replaced', 'by', 'baboons', 'who', 'will', 'never', 'get', 'to', 'outer', 'space', 'ever', 'again']",Indian,India,Hindu,Male
2,100,['African'],"['i', 'do', 'not', 'hate', 'blacks', 'but', 'i', 'hate', 'the', 'fact', 'that', 'its', 'a', 'perceived', 'crime', 'to', 'say', 'the', 'word', 'nigger', 'if', 'one', 'chooses']",Caucasian,Canada,Nonreligious,Female
1,222,['None'],"['but', 'speaking', 'of', 'sexual', 'harassment', 'and', 'abuse', 'what', 'about', 'at', 'the', 'presidential', 'level', 'responding', 'to', 'a', 'tweet', 'summarizing', 'oprah', 'speech', 'famous', 'bill', 'clinton', 'sexual', 'abuse', 'victim', 'juanita', 'broaddrick', 'said', 'the', 'following']",Caucasian,Canada,Nonreligious,Female
0,25,['Hispanic'],"['blackpill', 'they', 'are', 'still', 'having', 'babies', 'someone', 'call', 'bill', 'gates', 'operation', 'sterilize', 'the', 'beaners', 'has', 'failed']",Caucasian,Brazil,Nonreligious,Female
1,221,['None'],"['<user>', 'dang', 'hate', 'your', 'married', 'you', 'seem', 'to', 'cool', 'i', 'still', 'probably', 'shouldn', '’', 't', 'say', 'lol', 'don', '’', 't', 'want', 'to', 'offend', 'ya', 'at', 'all']",Caucasian,USA,Christian,Male
0,9,['Islam'],"['soon', 'mudsharks', 'will', 'start', 'being', 'afraid', 'to', 'walk', 'the', 'streets', 'good', 'we', 'need', 'more', 'mudshark', 'shaming', 'and', 'ass', 'kicking']",Indian,India,Hindu,Male
1,204,['Women'],"['alex', 'jones', 'is', 'falsely', 'reporting', 'that', 'franks', 'did', 'not', 'want', 'to', 'have', 'sex', 'with', 'the', 'women', 'he', 'tried', 'to', 'pay', 'to', 'be', 'surrogate', 'mothers']",Hispanic,USA,Other,Female
2,1,['African'],"['so', 'do', 'white', 'ppl', 'say', 'this', 'that', 'nigger', 'shit', '😂', '💀']",Caucasian,USA,Nonreligious,Female
2,202,"['Homosexual', 'Other']","['u', 'wanna', 'be', 'a', 'gay', 'sad', 'faggot', 'or', 'u', 'wanna', 'be', 'dope', 'and', 'sweet']",Hispanic,Italy,Nonreligious,Male
1,9,['None'],"['<user>', 'they', 'are', 'given', 'refugee', 'because', 'muslim', 'majority', 'countries', 'are', 'killing', 'them', 'be', 'it', 'hindu', 'or', 'sikh', 'or', 'christian', 'and', 'muslims', 'are', 'just', 'illegally', 'immigrate', 'nothing', 'else']",Indian,India,Hindu,Male
1,52,['None'],"['<user>', '<user>', 'another', 'hoax', 'against', 'caucasians', '•', 'is', 'this', 'crap', 'that', 'keeps', 'happening', 'to', 'white', 'folks', 'our', 'white', 'privilege', 'that', 'we', 'keep', 'hearing', 'about']",Hispanic,USA,Other,Male
1,21,['None'],"['<user>', 'by', 'impregnated', 'you', 'mean', 'raped', 'omg']",African,USA,Other,Male
2,205,"['Arab', 'Islam']","['<user>', 'what', 'an', 'absolute', 'piece', 'of', 'america', 'hating', 'muslim', 'terrorist', 'traitor', 'ghetto', 'trash']",African,USA,Nonreligious,Male
1,52,['None'],"['<user>', 'fact', '<number>', 'the', 'annual', 'report', 'from', 'the', 'department', 'of', 'justice', 'shows', 'that', 'when', 'whites', 'commit', 'violence', 'they', 'do', 'it', 'to', 'blacks', '<number>', 'of', 'the', 'time', 'blacks', 'on', 'the', 'other', 'hand', 'choose', 'white', 'victims', 'more', 'than', 'half', 'the', 'time']",Hispanic,USA,Other,Male
1,213,['None'],"['it', 'is', 'sustainable', 'thousands', 'of', 'children', 'all', 'over', 'the', 'us', 'are', 'without', 'those', 'trappings', 'it', 'does', 'have', 'to', 'be', 'that', 'way', 'race', 'matters', 'my', 'tribe', 'white', 'western', 'european', 'men', 'and', 'women', 'come', 'first', 'all', 'others', 'are', 'meaningless', 'to', 'me', 'kind', 'after', 'kind']",Caucasian,USA,Nonreligious,Female
1,235,['None'],"['yall', 'voted', 'dyke', 'shorts', 'kyle', 'lowry', 'over', 'derrick', 'rose', 'whoever', 'voted', 'for', 'lowry', 'should', 'be', 'ashamed']",Caucasian,USA,Nonreligious,Female
0,202,['Other'],"['<user>', 'thats', 'honestly', 'retarded', 'and', 'rude', 'ur', 'hating', 'on', '<number>', 'year', 'old', 'kids', 'ik', 'some', 'are', 'toxic', 'rude', 'mean', 'full', 'of', 'lies', 'but', 'that', 'u']",Hispanic,Italy,Nonreligious,Male
2,1,['Disability'],"['is', 'it', 'bad', 'that', 'when', 'a', 'woman', 'curve', 'me', 'i', 'assum', 'she', 'a', 'lesbian', 'or', 'a', 'retard']",Caucasian,USA,Nonreligious,Female
0,89,['Arab'],"['true', 'dat', 'if', 'you', 'take', 'your', 'daughter', 'to', 'see', 'this', 'little', 'spic', 'whore', 'and', 'her', 'troop', 'of', 'gyrating', 'stage', 'baboons', 'you', 'already', 'put', 'her', 'on', 'the', 'road', 'to', 'death', 'and', 'depravity', 'ahmed', 'just', 'sped', 'things', 'up']",Caucasian,USA,Christian,Female
0,205,['African'],"['maga', 'speakfreely', 'gabfam', 'when', 'will', 'someone', 'call', 'american', 'niggers', 'out', 'for', 'being', 'terrorists', 'i', 'bet', 'if', 'the', 'nasty', 'refugees', 'had', 'mall', 'fights', 'over', 'christmas', 'someone', 'would', 'have', 'proposed', 'a', 'solution']",African,USA,Nonreligious,Male
2,223,['Asian'],"['lil', 'pump', 'deadass', 'used', 'a', 'racial', 'slur', 'towards', 'asians', 'in', 'his', 'lyrics', 'but', 'now', 'he', 'out', 'here', 'all', 'up', 'in', 'bts', 'ass', 'the', 'stench']",Other,Spain,Nonreligious,Male
1,209,['Other'],"['of', 'course', 'i', 'just', 'wanted', 'to', 'grammar', 'nazi', 'myself', 'i', 'am', 'feeling', 'mildly', 'retarded', 'today']",Indian,India,Hindu,Male
2,3,"['Women', 'Caucasian']","['the', 'new', 'white', 'bitch', 'from', 'mario', 'kart', 'is', 'op']",Caucasian,USA,Nonreligious,Female
1,209,['Jewish'],"['every', 'jew', 'including', 'nyc', 'rabbis', 'and', 'ortho', 'jews', 'insist', 'adam', 'and', 'eve', 'are', 'not', 'only', 'god', 'prototypical', 'humans', 'but', 'also', 'jews', 'smdh']",Indian,India,Hindu,Male
0,59,['Jewish'],"['eu', 'will', 'not', 'last', 'another', '<number>', 'years', 'i', 'think', 'it', 'will', 'be', 'the', 'italians', 'that', 'eventually', 'bring', 'down', 'the', 'kike', 'show']",Asians,USA,Nonreligious,Male
0,223,['Islam'],"['oh', 'look', 'i', 'notice', 'all', 'these', 'little', 'muslim', 'bastards', 'are', 'out', 'now', 'speaking', 'about', 'carnage', 'where', 'the', 'fuck', 'are', 'you', 'when', 'it', 'muslims', 'killing', 'all', 'of', 'our', 'people', 'black', 'white', 'etc', 'you', 'bastards', 'do', 'not', 'have', 'my', 'sympathy', 'fuck', 'you', 'assholes', 'i', 'knew', 'you', 'could', 'speak', 'truth', 'revealed', 'maga', 'fuckislam']",Other,Spain,Nonreligious,Male
0,59,['Jewish'],"['ahed', 'tamimi', 'is', 'whiter', 'than', 'all', 'the', 'kike', 'rats', 'in', 'israel', 'free', 'ahed', 'tamimi', 'gas', 'the', 'jews']",Asians,USA,Nonreligious,Male
1,232,['None'],"['they', 'of', 'all', 'people', 'know', 'how', 'much', 'violence', 'is', 'going', 'on', 'and', 'are', 'sick', 'of', 'it', 'and', 'want', 'to', 'protect', 'their', 'children']",Other,USA,Nonreligious,Female
1,25,['None'],"['white', 'car', 'black', 'tint', 'think', 'he', 'was', 'tryna', 'hide', 'her', 'told', 'her', 'she', 'should', 'duck', 'faster', 'lauriana', '🤣', '🤣']",Caucasian,Brazil,Nonreligious,Female
0,3,"['African', 'Homosexual']","['if', 'you', 'really', 'want', 'to', 'jack', 'up', 'the', 'gay', 'msm', 'cognitive', 'dissonance', 'we', 'need', 'to', 'see', 'more', 'dindu', 'on', 'homo', 'violence', 'episodes', 'drop', 'leaflets', 'on', 'chicago', 'splaining', 'that', 'gays', 'are', 'fond', 'of', 'carrying', 'fat', 'rolls', 'of', 'cash', 'one', 'day', 'the', 'media', 'queers', 'will', 'all', 'wake', 'up', 'in', 'a', 'log', 'cabin', 'with', 'questions']",Caucasian,USA,Nonreligious,Female
1,7,['None'],"['oomf', 'a', '<number>', 'yearl', 'old', 'closet', 'gay', 'and', 'obsessed', 'with', 'me', 'someone', 'help']",Caucasian,USA,Nonreligious,Male
2,2,['None'],"['yoongi', 'is', 'ew', 'have', 'u', 'seen', 'him', 'r', 'u', 'retarded', 'u', 'stupid', 'bitch', 'i', 'only', 'care', 'abt', 'jikook', 'bitch', 'tf', 'i', 'may', 'be', 'a', 'taekooker', 'but', 'atleast', 'i', 'love', 'and', 'appreciate', 'all', 'of', 'them', 'and', 'their', 'ships', 'u', 'dumb', 'excuse', 'of', 'a', 'fan']",Arabs,Germany,Islam,Female
1,96,['None'],"['mr', 'trudeau', 'you', 'pledged', '<money>', 'million', 'to', 'the', 'rohingya', 'refugee', 'crisis', 'while', 'we', 'have', 'a', 'refugee', 'crisis', 'of', 'our', 'own', 'flooding', 'into', 'quebec', 'that', 'you', 'will', 'not', 'address', 'you', 'pledged', '<money>', 'million', 'to', 'caribbean', 'reconstruction', 'while', 'our', 'own', 'infrastructure', 'in', 'cities', 'is', 'falling', 'apart', 'why', 'vote', '4', 'u']",African,USA,Christian,Female
0,223,['Homosexual'],"['i', '’', 've', 'had', 'enough', 'of', 'uwu', 'kweers', 'faggots', 'and', 'd*kes', '<censored>', 'amp', 'transgenders', 'lemme', 'year', 'you', 'make', 'some', 'fucking', 'noise']",Other,Spain,Nonreligious,Male
0,223,['Islam'],"['<user>', 'muslims', 'just', 'simply', 'should', 'not', 'be', 'in', 'the', 'world']",Other,Spain,Nonreligious,Male
2,203,['Caucasian'],"['white', 'men', 'must', 'change', 'back', 'to', 'pre', '1', '9', '6', '0', 'when', 'men', 'married', 'and', 'raised', 'their', 'kids', 'men', 'worked', 'at', 'whatever', 'job', 'it', 'took', 'to', 'make', 'sure', 'their', 'family', 'had', 'a', 'good', 'life', 'white', 'men', 'must', 'reject', 'ghetto', 'morals', 'and', 'live', 'for', 'god', 'family', 'and', 'america']",Caucasian,USA,Nonreligious,Male
2,223,['None'],"['gatewaypundit', 'is', 'pure', 'fake', 'news', 'it', 'just', 'clickbait', 'for', 'retarded', 'people', 'trump', 'did', 'not', 'cancel', 'the', 'diversity', 'lottery', 'he', 'can', 'not', 'do', 'that', 'even', 'if', 'he', 'wanted', 'to', 'do', 'it']",Other,Spain,Nonreligious,Male
2,10,['Heterosexual'],"['<user>', 'maybe', 'we', 'should', 'just', 'begin', 'lobotomizing', 'the', 'str8s', 'for', 'being', 'str8', 'give', 'em', 'a', 'real', 'chance', 'to', 'live', 'the', 'queer', 'experience']",Caucasian,Turkey,Nonreligious,Male
1,3,['None'],"['no', 'i', 'do', 'not', 'want', 'to', 'be', 'your', 'homie', 'no', 'we', 'not', 'friends', 'no', 'i', 'do', 'not', 'wanna', 'blow', 'tree', 'with', 'you', 'kill', 'yourself']",Caucasian,USA,Nonreligious,Female
0,153,['Hispanic'],"['one', 'must', 'wonder', 'how', 'long', 'she', 'will', 'do', 'in', 'jail', 'on', 'the', 'taxpayers', 'dime', 'before', 'they', 'decide', 'to', 'toss', 'her', 'spic', 'ass', 'out', 'as', 'for', 'the', 'guy', 'castrate', 'him', 'and', 'jail', 'him', 'for', 'life', 'the', 'prisoners', 'in', 'nevada', 'will', 'deal', 'with', 'the', 'matter', 'themselves', 'tyvm']",Caucasian,USA,Nonreligious,Male
1,25,['None'],"['if', 'the', 'bbi', 'will', 'end', 'the', 'circle', 'of', 'violence', 'and', 'tension', 'after', 'every', 'five', 'years', 'then', 'bring', 'it', 'on']",Caucasian,Brazil,Nonreligious,Female
2,206,['Refugee'],"['<user>', 'wave', 'migration', 'is', 'being', 'cracked', 'down', 'on', 'i', 'doubt', 'it', '’', 'going', 'to', 'be', 'too', 'much', 'diverse', 'in', 'the', 'future', 'only', 'vetted', 'immigrants']",Hispanic,USA,Nonreligious,Male
0,48,['African'],"['<user>', '<user>', 'wait', 'wait', 'you', 'dumb', 'nigger']",African,USA,Nonreligious,Female
1,28,['None'],"['well', 'i', 'locked', 'my', 'keys', 'in', 'my', 'car', 'and', 'im', 'now', 'chugging', 'grape', 'juice', 'in', 'the', 'publix', 'parking', 'lot', 'this', 'is', 'it', 'this', 'is', 'how', 'crackheads', 'are', 'born']",Caucasian,USA,Nonreligious,Female
